Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Suicídio,Residência,3,17,3,2023-12-16 21:14:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4796
Furto em Interior de Veículo,Pátio,2,16,0,2023-03-25 08:07:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1929
Feminicídio,Residência,0,25,0,2023-08-25 15:14:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,True,0.9607
Afogamento,Hospital,N/A,36,0,2023-03-04 02:07:00,3ª DP,Luz forense/lanterna,False,True,0.2792
Violação de Sepultura,Terreno Baldio,3,59,1,2023-12-10 12:34:00,3ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1853
Tentativa de Suicídio,Hospital,0,84,3,2024-01-01 14:04:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4819
Infanticídio,Estabelecimento Comercial,9,15,4,2023-06-18 11:48:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,False,0.6568
Ossada Encontrada,Hospital,4,15,0,2023-10-16 01:31:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.3215
Feto Encontrado,Área Rural,1,7,5,2023-05-23 23:15:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.736
Dano Seguido de Lesão Corporal,DP,1,8,3,2023-04-03 21:25:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.3987
Homicídio,Hospital,8,22,5,2023-08-08 04:06:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8163
Explosão (com vítima),Área Rural,0,17,4,2023-07-06 22:32:00,DEAM (Mulher),Empoamento,False,False,0.4385
Pichação,Hospital,3,8,0,2023-03-11 23:17:00,DEAM (Mulher),Empoamento,False,False,0.1596
Pichação,Via Pública,0,30,2,2023-06-03 22:48:00,DRFC (Furtos),Macrofotografia,True,False,0.3456
Disparo de Arma de Fogo,Estabelecimento Comercial,2,8,0,2023-07-30 14:52:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.7133
Ameaça,Via Pública,2,38,0,2023-07-29 00:37:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2549
Incêndio (com vítima),Área Rural,6,26,3,2023-11-02 19:09:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.5828
Aborto,DP,2,70,1,2023-08-28 04:45:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1459
Feminicídio,Hospital,4,20,3,2023-07-26 06:10:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.6622
Lesão Corporal,Hospital,1,35,0,2023-12-03 21:23:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.5687
Homicídio,Residência,0,24,1,2023-11-08 08:40:00,2ª DP,Macrofotografia,False,False,0.7206
Roubo,Terreno Baldio,-4,30,0,2023-01-14 19:39:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.4106
Explosão (com vítima),Via Pública,4,65,0,2023-06-16 02:16:00,1ª DP,Macrofotografia,True,True,0.6729
Tráfico de Entorpecentes,Pátio,1,9,1,2023-06-09 22:40:00,DHPP (Homicídios),Macrofotografia,True,True,0.4678
Furto Qualificado (arrombamento),Hospital,1,8,3,2023-07-17 00:48:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.4218
Adulteração de Placa e/ou Lacre,Residência,2,21,1,2023-12-13 12:05:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1223
Explosão (com vítima),Área Rural,0,5,10,2023-07-01 08:24:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.3577
Arremesso de Projétil,Estabelecimento Comercial,10,18,3,2023-09-29 11:48:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",True,,0.3027
Tráfico de Entorpecentes,Via Pública,1,17,2,2023-06-03 01:15:00,DRFC (Furtos),Luz forense/lanterna,True,True,0.4161
Furto em Interior de Veículo,Hospital,0,39,6,2023-05-22 12:28:00,DRFC (Furtos),Empoamento,False,True,0.2887
Incêndio (sem vítima),Pátio,0,9,0,2023-04-25 04:15:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1146
Maus Tratos de Animal,Pátio,0,23,2,2023-11-20 08:46:00,3ª DP,Macrofotografia,False,True,0.3005
Violação de Sepultura,DP,1,16,9,2023-06-04 07:44:00,1ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4293
Homicídio,Residência,0,7,3,2023-05-30 16:11:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,True,0.9704
Desmanche de Veículos,DP,1,29,0,2023-03-05 11:40:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.125
Eletroplessão,Pátio,1,31,1,2023-06-12 07:03:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",Nao,True,0.4164
Adulteração de Placa e/ou Lacre,Pátio,0,35,1,2023-02-26 19:09:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3489
Furto d'água,Hospital,4,6,2,2023-04-15 03:48:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4609
Exercício Arbitrário das Próprias Razões,Terreno Baldio,0,6,1,2023-04-06 12:05:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.322
Feminicídio,Residência,5,6,0,2023-06-14 11:29:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.89
Infanticídio,Hospital,3,39,6,2023-05-22 05:47:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.9909
Ameaça,Residência,3,107,0,2023-09-02 21:09:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1089
Ossada Encontrada,Área Rural,4,31,1,2023-11-15 22:19:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1906
Furto,Hospital,1,78,1,2023-12-27 15:14:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.2562
Incêndio (com vítima),Estabelecimento Comercial,0,7,0,2023-11-04 06:03:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.582
Roubo,Hospital,1,13,1,2023-08-27 13:36:00,3ª DP,Luz forense/lanterna,True,False,0.5922
Violação de Domicílio,Terreno Baldio,7,49,1,2023-06-14 02:28:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,True,0.4008
Furto d'água,Estabelecimento Comercial,0,15,5,2023-07-03 07:55:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3177
Explosão (sem vítima),Estabelecimento Comercial,5,36,9,2023-06-29 20:49:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1734
Estelionato,Residência,2,5,3,2023-04-30 21:36:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.316
Dano,Via Pública,0,29,0,2023-04-08 13:45:00,2ª DP,Empoamento,true,False,0.2572
Feto Encontrado,Hospital,0,63,1,2023-03-09 13:16:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.8655
Feto Encontrado,Residência,2,999999,0,2023-07-15 09:18:00,3ª DP,Luz forense/lanterna,True,False,0.8238
Lesão Corporal,Pátio,2,6,3,2023-09-27 19:40:00,1ª DP,"Empoamento, Macrofotografia",True,False,0.5643
Feto Encontrado,Residência,1,39,1,2023-08-30 06:47:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8744
Aborto,Hospital,0,9,,2023-12-22 20:13:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",True,False,0.3358
Morte Aparentemente Natural,Terreno Baldio,1,24,0,2023-11-22 23:59:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",True,False,0.2651
Violação de Domicílio,Estabelecimento Comercial,3,8,0,2023-01-13 07:32:00,DEAM (Mulher),Macrofotografia,False,True,0.2991
Maus Tratos de Animal,Terreno Baldio,2,65,0,2023-05-03 13:54:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,Nao,0.1813
Homicídio,Pátio,6,31,3,2023-02-21 00:16:00,3ª DP,"Macrofotografia, Empoamento",True,True,1.0
Tráfico de Entorpecentes,Hospital,1,35,2,2023-13-45,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3335
Explosão (com vítima),Residência,11,5,0,2023-12-31 23:23:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4087
Dano Seguido de Lesão Corporal,DP,0,34,1,2023-10-23 04:21:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.5236
Marca em Animal,Residência,3,5,2,2023-09-24 21:58:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.1733
Tentativa de Homicídio,Via Pública,4,9,3,2023-11-28 15:57:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8898
Exercício Arbitrário das Próprias Razões,Terreno Baldio,2,6,0,2023-06-30 14:00:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.2505
Violação de Domicílio,Área Rural,4,14,0,2023-08-30 18:13:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2513
Furto em Interior de Veículo,Via Pública,4,8,1,2023-01-03 18:19:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.1042
Furto em Interior de Veículo,DP,1,24,2,2023-12-02 07:49:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4193
Furto Qualificado (arrombamento),DP,11,39,0,2023-11-13 05:46:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,True,0.4922
Aborto,  Terreno Baldio  ,3,87,1,2023-07-24 23:40:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,False,0.3455
Feto Encontrado,Residência,3,11,0,2023-05-05 01:27:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.7431
Explosão (com vítima),Estabelecimento Comercial,0,23,1,2023-05-11 18:19:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,False,0.3959
Furto de Energia Elétrica ou Termodinâmica,Área Rural,0,7,1,31/02/2023 25:00:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4927
Tentativa de Homicídio,DP,3,38,3,2023-12-23 06:17:00,DCA (Criança e Adolescente),Empoamento,True,False,0.87
Veículo Localizado (furtado ou roubado),Hospital,10,23,0,2023-01-30 06:04:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4015
Disparo de Arma de Fogo,Pátio,4,7,0,2023-08-27 04:37:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.5499
Violação de Domicílio,Área Rural,3,12,1,31/02/2023 25:00:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3221
Arremesso de Projétil,Via Pública,0,5,2,2023-11-17 10:35:00,DRFC (Furtos),"Macrofotografia, Empoamento",False,False,0.1119
Violação de Sepultura,Hospital,0,6,2,2023-02-22 23:42:00,1ª DP,"Empoamento, Macrofotografia",False,False,0.1885
Explosão (sem vítima),Hospital,3,7,9,2023-09-05 11:14:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3203
Extorsão,Estabelecimento Comercial,9,15,0,2023-03-05 05:41:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.5057
Maus Tratos de Animal,Estabelecimento Comercial,2,6,-10,2023-05-31 06:32:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.2829
Adulteração de Placa e/ou Lacre,Residência,2,13,0,2023-07-11 08:02:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.4586
Homicídio,Via Pública,3,30,1,2023-03-23 23:27:00,1ª DP,Macrofotografia,False,True,0.8447
Veículo Localizado (furtado ou roubado),Área Rural,3,41,1,2023-02-04 14:09:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.29
Disparo de Arma de Fogo,Hospital,8,12,0,2023-03-23 17:23:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.6531
Tráfico de Entorpecentes,DP,2,28,0,2023-06-06 12:20:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.3446
Furto Qualificado (arrombamento),Estabelecimento Comercial,5,5,3,2023-10-18 23:08:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.316
Homicídio,Estabelecimento Comercial,0,7,1,2023-08-29 00:47:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.8722
Tentativa de Homicídio,Estabelecimento Comercial,0,25,0,2023-08-17 10:53:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8465
Adulteração de Placa e/ou Lacre,Via Pública,1,25,1,2023-08-30 13:30:00,3ª DP,Empoamento,False,False,0.1228
Exercício Arbitrário das Próprias Razões,Estabelecimento Comercial,9,10,0,2023-11-24 11:57:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.266
Infanticídio,DP,13,15,0,2023-12-13 20:07:00,1ª DP,Macrofotografia,False,False,0.7437
Roubo Com Estupro,DP,5,22,1,2023-01-18 13:46:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.8424
Furto de Energia Elétrica ou Termodinâmica,Pátio,0,36,1,2023-03-22 13:20:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.3127
Veículo Localizado (furtado ou roubado),Estabelecimento Comercial,1,18,4,2023-02-12 21:07:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2552
Homicídio,Terreno Baldio,6,120,1,2023-07-18 01:07:00,,Macrofotografia,False,True,0.8874
Furto de Energia Elétrica ou Termodinâmica,Terreno Baldio,5,15,0,2023-07-27 13:17:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4554
Disparo de Arma de Fogo,Terreno Baldio,0,29,1,2023-04-16 09:52:00,2ª DP,"Empoamento, Macrofotografia",False,True,0.5219
Disparo de Arma de Fogo,Terreno Baldio,0,36,3,2023-10-05 02:10:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.7154
Furto,Pátio,0,26,2,2023-09-05 15:41:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.494
Extorsão,Pátio,0,33,2,2023-11-30 04:12:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.5623
Dano,Estabelecimento Comercial,9,12,0,2023-06-28 13:11:00,DEAM (Mulher),Macrofotografia,False,False,0.1978
Infanticídio,Terreno Baldio,0,19,4,2023-11-29 12:09:00,DHPP (Homicídios),Empoamento,True,False,0.8418
Suicídio,Área Rural,3,13,0,2023-11-24 23:19:00,3ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1309
Roubo Com Estupro,Hospital,4,5,4,2023-06-24 03:48:00,DRFC (Furtos),"Empoamento, Macrofotografia",False,False,0.6657
Explosão (com vítima),Via Pública,0,32,0,2023-10-19 22:24:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.4197
Roubo,Residência,3,33,0,2023-11-13 23:46:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.6939
Ossada Encontrada,DP,1,12,2,2023-12-29 10:41:00,2ª DP,Macrofotografia,True,False,0.2973
Incêndio (sem vítima),Terreno Baldio,0,10,1,2023-04-07 19:28:00,1ª DP,Luz forense/lanterna,False,False,0.14
Adulteração de Placa e/ou Lacre,Terreno Baldio,0,57,1,2023-01-05 06:13:00,2ª DP,Luz forense/lanterna,False,False,0.105
Exercício Arbitrário das Próprias Razões,Estabelecimento Comercial,0,9,1,2023-03-19 18:36:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3263
Suicídio,Via Pública,3,14,0,2023-05-22 02:57:00,2ª DP,"Macrofotografia, Empoamento",True,True,0.4622
Feto Encontrado,Terreno Baldio,2,28,3,2023-09-25 19:56:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",True,False,0.8508
Furto Qualificado (arrombamento),Residência,0,19,1,2023-01-16 23:18:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.1243
Ossada Encontrada,Residência,1,24,5,2023-01-10 00:15:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,True,0.4804
Furto em Interior de Veículo,Via Pública,0,11,0,2023-03-01 20:35:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3102
Ameaça,Hospital,6,69,0,2023-07-08 22:56:00,DEAM (Mulher),Macrofotografia,False,False,0.1672
Homicídio,Pátio,4,13,2,2023-07-06 00:58:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,False,0.7484
Adulteração de Placa e/ou Lacre,Terreno Baldio,2,19,1,2023-03-04 00:51:00,2ª DP,Luz forense/lanterna,False,False,0.1629
Exercício Arbitrário das Próprias Razões,Terreno Baldio,1,8,0,data_invalida,2ª DP,"Macrofotografia, Luz forense/lanterna",True,True,0.4677
Aborto,Estabelecimento Comercial,3,24,0,2023-03-05 20:01:00,1ª DP,Empoamento,False,False,0.1669
Abandono de Incapaz,DP,1,25,1,2023-09-15 21:34:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.8651
Explosão (com vítima),Terreno Baldio,9,12,2,2023-07-15 09:58:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,True,0.5838
Pichação,Via Pública,3,23,1,2023-11-30 22:47:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.115
Ossada Encontrada,Via Pública,2,10,1,2023-08-13 17:53:00,2ª DP,"Luz forense/lanterna, Empoamento",False,True,0.2766
Receptação,Via Pública,1,13,0,2023-06-01 18:27:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,True,0.4805
Furto,Terreno Baldio,9,5,0,2023-06-19 07:45:00,2ª DP,Empoamento,True,False,0.3377
Furto de Energia Elétrica ou Termodinâmica,Hospital,0,11,1,2023-03-23 05:14:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2713
Desmanche de Veículos,Estabelecimento Comercial,1,5,2,2023-08-04 21:20:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,False,0.3377
Marca em Animal,Via Pública,2,33,1,2023-04-29 07:14:00,3ª DP,"Macrofotografia, Empoamento",False,False,0.1038
Tentativa de Homicídio,Via Pública,1,11,0,2023-05-01 20:06:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.7263
Eletroplessão,Residência,1,21,5,2023-05-25 08:35:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,False,0.1471
Furto,DP,5,17,0,2023-11-15 15:59:00,1ª DP,"Luz forense/lanterna, Empoamento",True,True,0.4308
Roubo,DP,6,18,0,2023-03-10 16:24:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.383
Aborto,DP,0,10,1,2023-05-06 02:12:00,2ª DP,Luz forense/lanterna,False,False,0.1706
Abandono de Incapaz,Hospital,0,24,3,2023-11-13 08:04:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.9665
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,0,41,4,2023-08-28 22:22:00,DEAM (Mulher),"Empoamento, Macrofotografia",True,True,0.4675
Furto d'água,DP,0,13,1,2023-02-28 14:14:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1237
Ameaça,Via Pública,0,12,5,2023-03-04 00:49:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.1998
Pichação,Hospital,1,7,0,2023-08-20 09:37:00,1ª DP,"Empoamento, Macrofotografia",False,True,0.3113
Roubo Com Estupro,Via Pública,3,5,3,2023-06-27 15:22:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6751
Furto de Energia Elétrica ou Termodinâmica,Residência,1,42,1,2023-09-03 08:40:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,False,0.2746
Tentativa de Homicídio,Pátio,0,31,1,2023-07-28 01:14:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.9944
Maus Tratos de Animal,Terreno Baldio,2,13,3,2023-04-28 20:01:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1287
Arremesso de Projétil,Via Pública,2,11,6,2023-11-26 12:39:00,3ª DP,Empoamento,False,False,0.1673
Homicídio,Área Rural,0,5,0,2023-12-27 04:33:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8537
Violação de Domicílio,Estabelecimento Comercial,2,13,,2023-04-09 05:37:00,1ª DP,"Macrofotografia, Empoamento",True,False,0.305
Afogamento,DP,3,14,0,2023-08-14 15:27:00,3ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.3372
Adulteração de Placa e/ou Lacre,Via Pública,9,40,0,2023-01-27 22:26:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2817
Desmanche de Veículos,Residência,1,68,8,2023-06-16 06:56:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4617
Furto de Energia Elétrica ou Termodinâmica,Hospital,0,5,2,2023-05-12 22:36:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,True,0.2967
Cadáver Encontrado,Estabelecimento Comercial,2,48,2,2023-02-09 07:36:00,1ª DP,Luz forense/lanterna,,True,0.4528
Morte Aparentemente Natural,Residência,2,12,0,2023-12-14 18:06:00,1ª DP,Luz forense/lanterna,False,True,0.2659
Estelionato,Área Rural,0,66,0,2023-04-08 15:34:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.297
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,5,14,0,2023-07-03 19:37:00,1ª DP,Empoamento,True,True,1.0
Explosão (sem vítima),Área Rural,1,38,1,2023-12-02 07:28:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1743
Disparo de Arma de Fogo,Área Rural,0,55,2,2023-01-04 10:50:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.5105
Local de Estupro e/ou Veículo Envolvido em Estupro,DP,1,14,N/A,2023-10-25 15:45:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.6843
